id,text,name,name_number
2199,梁应庚，(1178～1268)，字本仁，号止堂，闽县人。生有异质，早著文声，登宝庆二年进士。初官泉州南安簿，丁母忧去官，终岁不入京，以禄不逮养，无意出仕。汀守李公华高其行，辟武平簿，勉为一出，俄摄令，廉如冰霜，累迁通直郎致仕。后以孝廉奏除直秘阁，朝野荣之。,"梁应庚,李公华",2
2200,梁应龙，博罗人。贫而好学，登嘉熙二年进士，不嗜进取，仕广西二十年，始改常德签判，惠倅单崔明从之学。,"梁应龙,单崔明",2
2201,梁巖老，一名汝霖，字允济，永福人。政和进士，靖康间金人犯阙，巖老奉使至金，金欲臣之，不屈。金人怒，幽之荒寺。后挟干糗南奔，全节而归。除直秘阁，知泉州卒。,梁巖老,1
2202,商倚，淄川人。元祐八年官太学博士，与张丰、晁补之、邓忠臣相唱和。绍圣四年为秘书省校书郎，通判保州。建中靖国元年为殿中侍御史，九月上书论时政，言甚切直。崇宁三年入党籍。,"商倚,晁补之,邓忠臣",3
2203,商飞卿，字翬仲，临海人。淳熙五年进士，累官工部郎中。时韩侂冑柄国，飞卿未尝一造请，踰月即丐去。后擢监察御史，以言事忤侂冑，改司农卿，总领江淮军马钱粮，以身率检，节缩浮苛，开禧中擢户部侍郎。,商飞卿,1
2204,章甫，字冠之，自号易足居士，鄱阳人，徙居真州。少从张孝祥游，豪放飘荡，不受拘羁。有自鸣集。,"章甫,张孝祥",2
2205,章岷，字伯镇，浦城人，徙镇江。天圣五年进士，与范仲淹同赋诗，岷诗先就，仲淹览曰：此诗真可压倒元白矣。官两浙转运使，有能名。性刚介，后知苏州，有惠政。官终光禄卿。,"章岷,范仲淹",2
2206,章发，建州浦城人，楶孙。官承奉郎，蔡京复相，兴制狱倾陷章氏，窜发处州。,"章发,蔡京",2
2207,章惇，(1035～1105)，字子厚，浦城人，徙居苏州，俞子。性豪隽，博学善文，举嘉祐四年进士，耻名出于姪衡下，委敕而出，再举甲科。王安石悦其才，用为编修三司条例官，哲宗初知枢密院事，刘挚、苏辙等交章击之，黜知汝州。高太后崩，哲宗亲政，起惇为尚书左仆射，兼门下侍郎，封申国公，引其党蔡京、蔡卞等，尽复熙丰之政，力排元祐党人，人民交怨，徽宗初累贬睦州。崇宁四年卒，年七十一。,"章惇,王安石,哲宗,刘挚,苏辙,蔡京,蔡卞,徽宗",8
2208,张氏，妻张氏，有贤德，病且死，嘱惇曰：「君作相，幸勿报怨。」既没，惇语陈瓘曰：悼亡不堪，奈何？瓘曰：「与其悲伤无益，曷若念其临绝之言。」惇无以对。,"张氏,陈瓘",2
2209,章授，字荣之，浦城人，得象从孙。少从得象游京师，学擅辞场，绍圣四年省试第一，元符中陈瓘荐其贤，除知海州。,"章授,陈瓘",2
2210,章堉，永康人。咸惇末都城失守，与弟塈捐家资募忠勇，得义兵数千，收复婺城。时益王立于福州，制置使李珏以闻，授堉直秘阁知婺州，塈主管官诰院通判衢德，与元兵战于丁鼠山，援绝城陷，堉与塈皆死之。,"章堉,王立,李珏",3
2211,章湜，永康人，服子，学于陈亮。后为著嗣。,"章湜,陈亮",2
2212,章琰，字子美，号立庵，润州人，垚子。宝庆二年进士，授溧阳尉，历太府少卿，拜侍御史，弹劾无所避，出知江州，忤丁大全解职。,"章琰,丁大全",2
2213,章援，字致平，浦城人，徙苏州，居长兴，惇子。元祐三年进士第一，兄持第十，时苏轼知贡举，属意李廌，令人持一简与之，值其出，仆受简置几下。偶援兄弟来，取简窃视，仍刘向优于扬雄论二篇，持去。已而果出此题，二章模倣轼作，轼取之，意必李廌，及揭榜，乃二章也。援后官校书郎。,"章援,苏轼,李廌,刘向",4
2214,章梾，章梾(或作徕)，字敬则，处州缙云人，服孙。淳熙十一年卫泾榜进士。历右文殿修撰，与刘光祖极论道学之正，光宗嘉纳。及赵汝愚罢相，复与章颖抗疏劾韩侂冑，罢归。宝庆间召为宗正少卿兼侍讲，卒赠少师。有疑尘集。,"章梾,卫泾,刘光祖,光宗,赵汝,章颖",6
2215,章傅，字传道，南闽人，苏辙门生。,"章傅,苏辙",2
2216,章杰，建州浦城人。登宣和六年进士，建炎中历福建路转运判官，徙知衢州，侍御史曹筠劾杰贪墨不法，罢归。,"章杰,曹筠",2
2217,章椿，永康人。与弟与允同受学于陈亮。及母卒，亮为志其墓。,"章椿,陈亮",2
2218,章綖，字君邃，建州浦城人，楶第五子。签判西安州，为蔡京所诬，刺面配沙门岛。后官至内殿崇班。,"章綖,蔡京",2
2219,章粹，字仲容，浦城人。元丰二年进士，历庐江令，有媿觋以祸福惑众，痛惩之。迁魏王宫教授，不及赴任，改太府寺丞，考簿籍之谬误，得羨财几千馀万。通判恩州，适河流湍溢，郡人大恐，粹增埤培埒，迄以无虞，枢密郑居中荐于朝，以疾卒。,"章粹,郑居中",2
2220,章综，浦城人，楶次子。历官通判常州。蔡京复相，兴制狱，倾章氏，窜综秀州。,"章综,蔡京",2
2221,章绾，浦城人，楶第四子。历官知丹徒县。蔡京复相，兴制狱，倾章氏，窜绾眭州。,"章绾,蔡京",2
2222,章谊，(1078～1138)，字宜叟，浦城人。崇宁四年进士。高宗时为侍御史，献战守四策。奉命使金，与粘罕兀室论事不少屈。官至端明殿学士。绍兴八年卒，年六十一，諡忠恪。谊宽仁长厚，立朝论事，皆经国济时之策，甚为帝所重。,"章谊,高宗",2
2223,章宪，字叔度，浦城人，徙居吴，甫子。师事王苹，又与朱发、吕本中游，好道乐德，操履高洁。邃于春秋，学者称复轩先生。有复轩集十卷。,"章宪,王苹,朱发,吕本中",4
2224,章樵，字升道，号桐麓，昌化人，槱弟。嘉定元年进士，历海州高邮山阳教官，习知海徼事，再上时宰书，力陈李全必叛，全果乱，郡县官多被祸，独樵率诸生盛服坐堂上讲诵，贼至，敛刃退。官终知处州。有章氏家训七卷，补注春秋繁露十八卷，补注古文苑二十卷。,"章樵,李全",2
2225,章颖，(1140－1217)，字茂献，临江军人。以兼经中乡荐。孝宗立，下诏求言，为万言书附驿以闻，官太常博士。光宗朝为左司谏，请留赵汝愚，党论起被废。宁宗即位，迁礼部尚书。颖践履端直，生平重风节，不为穷达所移，清议与之。嘉定十一年卒，年七十八。諡文肃。有南渡十将传。,"章颖,孝宗,光宗,赵汝,宁宗",5
2226,章縯，建州浦城人，楶第六子。历官签判苏州。蔡京复相，兴制狱倾章氏，窜縯永州。,"章縯,蔡京",2
2227,章燮，行修学正，早魁里选，高擢省闱。历文林郎淮西总领所西酒库，累迁直华文阁，开禧三年出知绍兴府，以应办成肃皇后山陵有劳，特转朝议大夫。,"章燮,高擢,成肃",3
2228,章荩，建州浦城人，楶孙。监苏州税，蔡京复相，兴制狱倾陷章氏父子，窜荩均州。,"章荩,蔡京",2
2229,章鑑，字君玉，一字君宝，号艺斋，昌化人，樵从子。嘉定十六年进士，累迁华文阁待制，爵钱塘县开国伯。鑑天资颖悟，为文立就，性忠直淳厚，时相疾其正论，每怵以祸福，鑑不为动，深为理宗所知。有友山文集，奏议，内外制，资善讲读，四时杂兴，众芳集。,"章鑑,理宗",2
2230,章才邵，字希古，建安人，元振子。以父荫补官，历典贺辰二州，改荆湖北路议官。少时谒杨时，时教以熟读论语，才邵玩味躬行，世目为笃实君子。晚年閒居，与朱熹游。,"章才邵,杨时,朱熹",3
2231,章公量，字宽夫。少好学，嘉祐间从欧阳修、曾巩游，隐居读书。熙宁间王珪荐之，不起。,"章公量,欧阳修,曾巩,王珪",4
2232,章用中，字端叟，温州平阳人。从陈傅良、吕祖谦游，创江南书祖，邑士从之。淳熙八年卒。,"章用,陈傅良,吕祖谦",3
2233,章如旦，字希周，馀干人。咸淳二年进士，授东阳主簿，官至抚州佥判。元兵围襄阳，如旦闻吕文焕降，泣不食者三日。后从谢枋得勤王，兵败死之。,"章如旦,吕文焕,谢枋得",3
2234,章如愚，字俊卿，号山堂，金华人。庆元二年进士，累官国子博士。出知贵州，开禧初被召，上疏极陈时政，以忤韩侂冑罢归，结草堂山中，与士子讲学，时称山堂先生。有山堂群书考索前集六十六卷，后集六十五卷，续集五十六卷，别集二十五卷。,"章如愚,金华,陈时,山堂先生",4
2235,章君庭，字明扬，分宁人。友于黄庭坚。元符元年卒。,"章君庭,黄庭坚",2
2236,章望之，字表民，建州浦城人，得象从子。为文辩博，长于议论。丁母忧，毁瘠过制。后官大理评事，欧阳修等荐其才，官至光禄寺丞。望之宗孟轲言性善，著救性七篇，明统三篇，礼论一篇，又有歌诗杂文数百篇，集凡三十卷。,"章望之,欧阳修",2
2237,章节夫，字仲制，号从轩，临川人。少颖悟，及长，博通诸经，从陆九渊游，九渊勉以硬竖脊梁，深造远到，节夫终身诵之勿敢忘。尝取朱陆辞旨异同处，集而疏之，名修和管见。晚年所守益固，从学甚众，世称从轩先生。卒年七十九。,"章节夫,陆九渊,从轩先生",3
2238,扈蒙，(915～986)，字日用，幽州安次人。少以文学知名，晋天福中进士，仕周为右拾遗、直史馆，知制诰。时从弟载为翰林学士，兄弟并掌内外制，时号二扈。入宋，充史馆修撰，与李穆等同修五代史，又与李昉等同编文苑英华，详定古今本草。雍熙三年被疾，以工部尚书致仕，未几卒，年七十二。有鼇山集二十卷。,"扈蒙,李穆,李昉",3
2239,扈彦珂，(886～960)，代州雁门人。幼事王建立，汉祖建号，擢为镇国军节度。干祐初，李守贞等叛，周祖用彦珂言平之，以功累迁左卫上将军。显德中以太子太师致仕，太祖即位，遣使就赐器币，数月卒，年七十五。,"扈彦珂,王建立,李守贞,太祖",4
2240,麻士龙，元兵入常州，文天祥遣士龙及尹玉援之，率残兵五百，奋勇与元兵大战，五百人俱死，无一人降者。,"麻士龙,文天祥,尹玉",3
2241,康渊，字叔临，不知何所人，寓住巴陵。讲学极盛，上蔡之传，始自胡安国入衡湘，朱震振之荆门。而渊稍晚，亦其一宗。,"康渊,胡安国,朱震",3
2242,康植，字子厚，义乌人。嘉定进士，授奉化主簿，历兵部郎官，除浙西提刑，奏劾平江守臣史宅之，治郡无状，专务聚敛，并连及兄嵩之。疏入，理宗震怒，幸杜丞相范极谏，理宗寻悟，得免罪，官终福建运判，兼摄建宁府卒。,"康植,史宅之,理宗,范极",4
2243,康杰，知扶风县，与金人战，金将冯宣爱欲降之，杰不屈，死之。,康杰,1
2244,康履，宦官。初为康王府都监，入内东头供奉官。康王既即位，履妄作威福，无所忌惮，为统制苗傅所诛。后諡荣节。,"康履,苗傅",2
2245,康谞，宦官。高宗时为内侍省押班，亲幸用事。刘光远被劾，谞受其金，力为营救。后累官至均州观察使，卒諡忠定。,"康谞,高宗,刘光远",3
2246,康翼，字南仲，祥符人。初以荫补太庙斋郎，授卫州新乡县尉，当路交荐，累陞开封府户曹，会金人再犯东京，携眷南走，遇张丞相浚于建康，论时事，受知，擢知德庆府。盗起湖湘，将犯德庆，翼率州兵保甲登城，列旗帜以待，贼闻遁去，州人德之，绘像于家，罢归后不复仕，卒年八十二。,康翼,1
2247,康文虎，字炳道，与弟文豹字蔚道，皆学于吕祖谦之门。,"康文虎,吕祖谦",2
2248,康延沼，(912～969)，代北人。幼隶后唐明宗帐下。仕晋为尚食使，历随泽二州刺史，从周太祖北征。广顺中为侍卫马步军都军头，从世宗征刘崇，拜蔡齐郑楚四州防御使。宋初李重进叛，为前军马军都指挥使。太祖亲征太原，诏领兵屯潞州，以疾归郡，开宝二年卒，年五十八。,"康延沼,后唐明宗,周太祖,世宗,刘崇,蔡齐,李重进,太祖",8
2249,康延泽，字润之，代北人，延沼弟。天福中以荫补官，广顺间迁内染院副使。宋初从平湖湘，又从征蜀，先入成都，就命为成都府都监。会全师雄作乱，延泽大破之，事平，命为东川七州招安巡检使。以杀降民兵及受贿，黜为康州教练。后坐与诸姪争家财失官，居西洛卒，年七十馀。,"康延泽,师雄",2
2250,康与之，字伯可，又字叔闻，号退轩，一号顺菴，洛阳人，居滑州，流寓嘉禾，倬子。建炎初上中兴十策，名甚著。秦桧当国，附桧以求进，擢台郎，后专应制为歌词，谀艳粉饰，声名扫地。桧死，坐贬，编管钦州，移雷州，复送新州牢城。有顺菴乐府、昨梦录。,"康与之,秦桧",2
2251,康德舆，字世基，洛阳人。累官并代兵马钤辖。元昊寇府州，德舆按兵不战，坐降为东染院使。后知赵州，有告云冀卒谋以上元夜劫库兵为乱，德舆会宾属宴饮自若，阴遣人捕首谋者诛之。徙陈州钤辖卒。,康德舆,1
2252,寇宏，寿春人。劫掠淮泗间，屡犯濠州，州守李玠请和，宏许之。玠留州印与张德，载家属以行，过宏处，宏待之甚厚。金人逼濠，张德求援于宏，宏破金将于城下，德感之，以州印让宏，宏遂知州事。绍兴四年，金兵攻城，宏守御甚力，后度不可守，弃妻持母与寡嫂遁迹平江，帝召见，命仍知濠。,"寇宏,李玠,张德",3
2253,寇伟，历官皇城使，为延州将。永乐之役，与夏人战，同高永能均战死。赠均州防御使。,"寇伟,高永能",2
2254,寇准，(961～1023)，字平仲，华州下邽人。太平兴国五年进士，累擢枢密院直学士，判吏部铨。尝奏事殿中，语不合，帝怒起，准辄引帝衣令帝复坐，事决乃退。太宗嘉之，以比魏征。景德初，同中书门下平章事，辽兵大入，中外震骇，准力排众议，请帝亲征，遂幸澶州，辽乃奉书请盟，罢兵而还。王钦若谮之，遂罢相。天禧初复相，封莱国公。为丁谓所构，贬雷州司户参军。天圣元年闰九月卒，年六十三。赠中书令，諡忠愍。有巴东集。,"寇准,太宗,平章,王钦若,丁谓",5
2255,寇瑊，字次公，临汝人。擢进士，授蓬州推官，权领施州，募人入米而偿以盐，军食遂足，民力亦纾，复平溪南蛮，为梓州路转运使。多删县酋斗望劫泸州，瑊讨平之。仁宗朝擢枢密直学士，权知开封府卒。瑊颇疏财，通音律，知术数，与丁谓厚善，人以此短之。,"寇瑊,仁宗,丁谓",3
2256,寇国宝，字荆山，徐州人。绍圣四年进士，仕为吴县主簿。尝从陈师道学，能诗。,"寇国宝,徐州,陈师道",3
2257,郭份，字仲质，吉水人，徙新淦，弥约子。幼沈敏能自力学问，甫冠，登进士第。官至知岳州，转朝散郎。性纯俭，被服为寒士，居官歛晦，不为赫赫之名。尝以义役节目授其门李伯贤，令推行之。张栻称其靖端有守。淳熙中卒，年五十七。,"郭份,沈敏,李伯贤,张栻",4
2258,郭印，晚号亦乐居士，成都人，绛子。政和进士，性嗜山水。累任县令，终部刺使，卒年八十馀。秦桧与印有庠序旧，印绝不与通，家居十八年。工诗，有云溪集。,"郭印,亦乐居士,秦桧",3
2259,郭沆，少居华阴，夜宿云台观。陈搏中夜呼令趣归，沆未决。有顷，复曰可勿归矣。明日沆还家，果中夜母暴得心痛几死，有顷而愈。,"郭沆,陈搏",2
2260,郭杞，字尧章，雩都人。隆兴元年登进士第，为翁源令，县缺尉，寇犯境，以书生易之，迎敌成擒，提刑杨万里保奏，加承事郎，赐章服，佥判陕州，转承议郎，主管西外睦宗院以卒。为人刚峭，家无馀赀，与当时名士楼钥、黄仁杰相友善，尤为杨万里所知。,"郭杞,杨万里,章服,楼钥,黄仁杰",5
2261,郭京，善卜筮，庆历间与润州徐复同被召对，问以天时人事。京好言兵，范仲淹与滕宗谅数荐之，故与复同被召。,"郭京,范仲淹,滕宗谅",3
2262,郭青，开封人，遵弟。以兄死于平元昊之难，录为右侍禁。,郭青,1
2263,郭固，为宁州军事推官，曾随韩琦奉使陕西。,"郭固,韩琦",2
2264,郭奕，普州人。为张浚宣抚司干办公事，及浚收残兵保蜀，奕为口号曰；泰山未尽蜀山来，日照关门两扇开，刺史莫嫌迎候远，相公新送陕西回。后奕弃官归，终身不复仕。,"郭奕,张浚",2
2265,郭昱，汾阳人。周显德中登进士，耻赴常选，献书于宰相赵普，自比巢由，开宝末，署襄州观察推官。潘美镇襄阳，讨金陵，以昱随军，昱中夜被酒叫号，军中皆惊，因遣还。后坐盗用官钱除名籍。,"郭昱,周显,赵普,潘美",4
2266,郭浩，(1087～1145)，字充道，德顺人，成子。建炎初知原州，金兵取长安，郡人已降，浩至郡，所将才二百人，得金人不杀，使之还曰：为语汝将，我郭浩也，欲战即来决战。金兵遂引去。历知泾州，秦州，凤翔府。金人抵和尚原下，浩与吴玠随方捍御，蜀以安全。后拜检校少保、永兴军路经略安抚使，枢密院都统制，屯金州，节制陕西诸路军马。绍兴十五年十一月卒，年五十九。諡恭毅。,"郭浩,成子,吴玠",3
2267,郭浩，字希孟，东阳人，钦止子。从吕祖谦，朱熹游。知江山县事，建景行堂，以祀周颖，徐揆，徐存，毛注，毛五先生于学，朱熹为之记。,"郭浩,吕祖谦,朱熹,江山,周颖,徐揆,徐存,毛注",8
2268,郭挺，字元杰，许昌人。从李方叔学。,"郭挺,许昌,李方叔",3
2269,郭恩，开封人。初隶诸班，出为左侍禁，累有战功，积官崇仪使，并代州钤辖，管句麟府军马事。夏人岁侵屈野河西地，经略使庞籍戒边将勿与战，内侍黄道元以巡边为名，胁恩率步骑循屈野河北而行，至忽里堆，敌骑交至，恩力战被执，不降自杀。,"郭恩,庞籍",2
2270,郭斌，开封人，遵父。因遵死于元昊寇延州之难，以斌为太子右清道率府副率。,郭斌,1
2271,郭崇，(908～965)，初名崇威，避周祖名，止称崇，金城人。后康清泰中为应州骑军都校，晋祖割云应地入契丹，崇耻事之，奋身南归。汉祖起义，以崇为先峰。从周祖平河中，累迁京城都巡检使，出镇澶州。世宗立，并人侵潞州，命崇与符彦卿出固镇以御之。恭帝嗣位，加检校太师。宋初加兼中书令，干德三年卒，年五十八。累封邓国公。,"郭崇,世宗,符彦卿",3
2272,郭伟，知太平州，建炎初金兵犯采石及芜湖，伟率将士败之。其后水贼邵青薄城下，伟募死士夜焚其攻具，又决姑溪水灌其营，贼势穷蹙，乃遁。,"郭伟,邵青",2
2273,郭琪，仙游人。庆历二年进士，试秘书省校书郎，历官兵部郎中。有贵戚曾姓者夺民田，累不敢决，琪判归之民，竟为其所陷而死。蔡襄以诗哭之，有如山判笔心常壮，为国忠魂势莫惊之句。复铭其墓。,"郭琪,蔡襄",2
2274,郭进，深州博野人。倜傥任气。初仕周，累官洺州团练使，有善政。太祖亲征泽潞，迁本州防御使，充山西巡检，尝与曹彬，王全斌等入太原境，获数千人。太宗将征太原，先命进控石岭关，契丹果犯关，进大破之。时田钦祚护石岭军，恣为奸利，进屡形于言，钦祚以他事侵之，进自经死，年五十八。,"郭进,太祖,曹彬,王全斌,太宗,田钦祚,钦祚",7
2275,郭靖，高桥土豪巡检。宁宗时吴曦叛，四川之民不愿臣金，弃田宅，携老稚，顺嘉陵而下，曦尽驱惊移之民使还，皆不肯行。靖时亦在遣中，至白厓关，先其弟端曰，吾不忍弃汉衣冠，愿死于此，为赵氏鬼，遂赴江而死。,"郭靖,宁宗,吴曦,赵氏",4
2276,郭浒，德顺人。从军积官至武经郎，为泾原第八副将。金人犯陕西，渭帅以下叛降，独浒不屈，被杀。建炎三年赠武翼大夫忠州刺史。,郭浒,1
2277,郭僎，字同升，开封祥符人。靖康初权咸平县丞，有政绩。会金人大至，力不敌，走南京从赵野乞师，不从，恸哭而归。寻权浮梁宰，未行时，有贼张顶花者，已过县境，僎径就道，至县，约束吏民，誓以死战。贼闻之伪降，入邑为变，僎端坐公署，骂不绝口，遂遇害。,"郭僎,赵野",2
2278,郭维，河南颍昌人，建炎间徙居四明。父贯，终于长沙判官。维侍丰稷最久，李朴编次稷遗事，多访之于维。以北学教授诸生，从者如云。(按所云其父贯事蹟，与郭受同，必有一误),"郭维,丰稷,李朴,郭受",4
2279,郭庆，为环庆路钤辖。熙宁三年八月夏人犯顺水砦，与同官魏庆宗，秦勃等俱战死。,"郭庆,秦勃",2
2280,郭稹，字仲微，开封祥符人，世寓郑州。举进士甲科，累迁刑部员外郎。康定元年使契丹，契丹厚礼之，与同出观猎，延稹射，稹一发中走兔，众皆愕视。尝与王尧臣，张观，李若谷，宋庠等修崇文总目。后官龙图阁直学士，权知开封府卒。稹文思敏胆，尤刻意于赋，好聚古书画，购求不计资。,"郭稹,王尧臣,张观,李若谷,宋庠",5
2281,郭遵，开封人，少隶军籍。干兴中官延州西路都巡检使。元昊寇延州，遵入敌阵，所向披靡。既深入，为攒兵注射，马仆被杀。赠果州团练使。,郭遵,1
2282,郭谘，字仲谋，平束人。聪敏过人，举进士，历殿中丞，知馆陶县。康定西征，谘上战略，献拒马鎗阵法，擢通判镇戎军。历知潞州，三司议均田租，召还，谘陈均括之法四十条，复上平燕议，帝壮其言。又请自巩西山七里店孤株岭下凿七十里，导洛入汴，可以四时行运，诏往计度，未及论功而卒。,"郭谘,陈均",2
2283,郭颐，字养正，号固斋，寿昌人。第进士，从吕祖谦游。,"郭颐,吕祖谦",2
2284,郭劝，字仲褒，郓州须城人。举进士，仁宗时为殿中侍御史，时郭皇后废，议纳陈氏，劝切谏止。累迁天章阁待制，知延州。落职知齐州，后复为侍读学士，同知通进银台司卒，年七十二。劝性廉俭，家无长物。,"郭劝,仁宗",2
2285,郭元亨，徐州彭城人，延泽子。著太玄经疏十八卷，自淳化末迄于祥符八年始撰成，自为序。李焘称其得师于蜀，而不著其师名。官至虞部员外郎。,"郭元亨,徐州,李焘",3
2286,郭元迈，字英远，吴人。博通经史，入太学，魁上舍，建炎初以右武大夫副魏行可使金，至虏廷，上书酋帅，乞归二帝，金人留之不还，元迈不肯鬄发换冠，卒于虏中。,"郭元迈,魏行可",2
2287,郭天信，字祐之，开封人。以技隶太史局，徽宗为端王时，天信密白王当有天下，既而即帝位，因得亲暱。政和初，拜武定军节度使，祐神观使，颇与闻外朝政事。见蔡京乱国，每讬天文以撼之，京党因告天信漏洩禁中语言，累贬行军司马，窜新州，数月死。,"郭天信,徽宗,王时,王当,蔡京,司马",6
2288,郭世模，(？～1160)，字从范。与张孝祥交游，绍兴三十年卒。,"郭世模,张孝祥",2
2289,郭申锡，(998～1074)，字延之，大名人。，天圣八年进士，为侍御史，知杂事，屡诋权倖无所避。种谔取绥州，申锡谓边患将自此始，及夏主谅祚死，因请捐前故，听其子袭爵，著边鄙守御策，主以重将守边，不要功生事。以给事中致仕，熙宁七年卒，年七十七。,"郭申锡,种谔,申锡",3
2290,郭用孚，字仲先，建安人。事母至孝，熙宁间为德清簿，迁闽县令。尝游苏轼之门，声誉借甚，居母丧哀毁笃至，庐墓三年。郡守欲以八行荐，力辞。服阕，以朝散郎通判兴国军。,"郭用孚,苏轼",2
2291,郭汝该，临卭人，杭子。与魏了翁同登庆元五年进士，授迪功郎，为石泉理椽，迎亲奉养，嘉定三年丁父忧去官。后为雅州司理参军。,"郭汝该,魏了翁",2
2292,郭守文，(935～989)，字国华，太原人。建隆初，为西头供奉官，太平兴国三年秦州内附，蕃部骚动，命守文抚谕，西夏悦服，后夏人扰攘，守文率师破之，诸部畏惧，相率来降，银麟夏三州归附者百二十五族，西边遂宁。历官北面行营都部署，端拱二年卒，年五十五，諡忠武。守文沈厚有谋，轻财爱士，死之日，士卒莫不流涕。,"郭守文,沈厚",2
2293,郭良臣，字德邻(麟)，东阳人。官将仕郎，与吕祖谦友善，创西园书院，延师教授，与从弟钦止齐名。年五十二而卒。,"郭良臣,吕祖谦",2
2294,郭孝友，字次仲，吉安龙泉人。政和进士，绍兴初，累官工部侍郎。时秦桧与金约和，以孝友同舍生，冀其助己，乃私访之。孝友曰：议和本非至计，因遂销兵，如后患何？桧不怿，寻以敷文阁待制致仕卒。,"郭孝友,秦桧",2
2295,郭延卿，洛阳人。从张齐贤、吕蒙正游，以文行称，及二人相继入相，荐于朝，命以职官不出，谓之郭隐君。天圣中钱惟演自枢密留守西都，与谢绛、欧阳修、尹洙尝赴午桥访之，延卿不为动，亦不加礼。,"郭延卿,张齐贤,吕蒙正,郭隐,钱惟演,谢绛,欧阳修,尹洙",8
2296,郭延濬，(？～999)，字利川，徐州彭城人，廷谓子。为供奉官，屡使西北宣谕机事。淳化中李顺乱，以廷濬为成都十州都巡检使击破之，又命率兵屯遂州，为剑门钤辖转运。咸平二年改内园使卒。,"郭延濬,徐州,李顺",3
2297,郭忠孝，字立之，河南人，逵子。受易及中庸于程颐，以荫补官。第进士，不忍去亲侧，多仕于河南管库间。靖康中为永兴军路提点刑狱，金人犯永兴，与唐重分城而守，城陷，与重俱死之。忠孝尝以兼山榜室，学者称兼山先生。有兼山易解。,"郭忠孝,程颐,唐重,兼山先生",4
2298,郭忠恕，(？～977)，字恕先，洛阳人。七岁能诵书属文，举童子及第，尤工篆籀。周广顺中召为宗正丞，改周易博士。建隆初，被酒争于朝堂，贬干州司户参军。又乘醉殴从事范涤，削籍配灵武。其后，放旷岐雍京洛间，遇佳山水，即淹留不去，或绝粒不食。盛暑暴日中无汗，大寒凿冰而浴。善书，所图屋室重复之状，颇极精妙。太宗闻其名，召赴阙，授国子监主簿，益纵酒，肆言谤讟，时擅鬻官物取其值，诏决杖配流登州。太平兴国二年至齐州临邑，谓部送吏曰：吾逝矣。遂卒。所著汗简、佩觽，皆有根据条理，为谈字学者所称许，所定古今尚书并释文，并行于世,"郭忠恕,周广,周易,太宗,释文",5
2299,郭忠绍，开封人，遵次子。父殁于平元昊之难，忠绍兄弟四人皆幼，仁宗怜之，赐今名官之。,"郭忠绍,仁宗",2
2300,郭忠顺，字移可，浦城人。笃志嗜学，以荫得官。任南康县丞，张九成谓其博学强记，尝与之游。后知襄阳县，金人寇边，荆鄂两军戍唐邓，餽运凡二十六万斛，诸司交章论荐，陞奉化尹，判太平州，有惠政。,"郭忠顺,张九成",2
2301,郭忠嗣，开封人，遵长子。遵死平元昊之难，四子皆尚幼，仁宗怜之，赐名并官之。,"郭忠嗣,仁宗",2
2302,郭叔云，字子从，揭阳人。初见朱熹，求格致之要，又质礼经所疑二十馀条，退而汇诸家之说，定为一编，藏于家。,"郭叔云,朱熹",2
2303,郭知章，字明叔，吉州龙泉人，知微弟。治平二年进士。哲宗时为殿中侍御史，究神宗实录诬罔事，请贬治吕大防等。又请复元丰役法，大抵迎合时好。徽宗立，曾布荐用为工部侍郎，旋入党籍，数年，复显谟阁直学士。政和初卒。,"郭知章,哲宗,神宗,吕大防,徽宗,曾布",6
2304,郭皇后，仁宗后，金城人，崇孙。天圣中仁宗立为皇后，颇见疎，一日尚美人于帝前语侵后，后忿批其颊，帝救之，误批帝颈，遂废后。后帝念之，密令召入。后曰：若再召者，须百官立班受册方可。属小疾，遣阎文应挟医诊视，后遂暴崩，追复皇后而停封諡。,"仁宗,方可,阎文应",3
2305,郭泰亨，字亨甫，丽水人。登淳熙进士，会吕祖俭诋韩侂冑贬韶州，泰亨因赆其行，坐党禁。禁解，注清流县令，擢临安府城南都厢。史弥远当国，泰亨不肯阿意枉法，遂致仕归。,"郭泰亨,吕祖俭,史弥远",3
2306,郭纯中，临卭火井人，大昕子。从黄庭坚游，三以乡书贡于礼部。,"郭纯中,黄庭坚",2
2307,郭祥正，字功父，自号谢公山人，又号漳南浪士，太平州当涂人。母梦李白而生，少有诗名，梅尧臣一见歎曰：真太白后身也。举进士，熙宁中以殿中丞致仕，后复出通判汀州，知端州，又弃去。隐于县青山卒。有青山集。,"郭祥正,谢公,梅尧臣",3
2308,郭执中，华亭人。累官枢密承旨，建中靖国初应诏言事切直，蔡京籍为元祐党人，遭摈斥，居同谷二十馀年，因家焉。绍兴初，金人犯成州，执中集乡豪守御，虏遣人来招，执中立斩其使。,"郭执中,蔡京",2
2309,郭黄中，字方叔，邛州人，正孙子。尝往来魏了翁之门，为新都令，以学行著。,"郭黄中,魏了翁",2
2310,郭粹中，武夷人。尝从吕祖谦讲学，官至龙游尉。弟敏中主江山簿，允中，时中皆应进士。,"郭粹中,吕祖谦,江山",3
